221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221
221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221
221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221
221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221
221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221
221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221
221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221
221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221
221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221
221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221
221,221,221,221,221,221,221,221,221,221,0,1,1,1,1,1,1,1,1,2,221,221,221,221,221,221,221,221,221,221,221,221
221,221,221,221,221,221,221,221,221,221,16,92,106,106,92,90,92,106,106,18,221,221,221,221,221,221,221,221,221,221,221,221
221,221,221,221,221,221,221,221,221,221,16,92,104,104,104,90,92,104,106,18,221,221,221,221,221,221,221,221,221,221,221,221
221,221,221,221,221,221,221,221,221,221,16,92,104,90,104,92,106,92,92,18,221,221,221,221,221,221,221,221,221,221,221,221
221,221,221,221,221,221,221,221,221,221,16,92,104,104,90,104,104,106,92,18,221,221,221,221,221,221,221,221,221,221,221,221
221,221,221,221,221,221,221,221,221,221,16,106,104,104,104,104,104,92,106,18,221,221,221,221,221,221,221,221,221,221,221,221
221,221,221,221,221,221,221,221,221,221,16,106,104,104,92,104,90,92,92,18,221,221,221,221,221,221,221,221,221,221,221,221
221,221,221,221,221,221,221,221,221,221,16,106,92,104,104,104,92,104,106,18,221,221,221,221,221,221,221,221,221,221,221,221
221,221,221,221,221,221,221,221,221,221,16,106,106,92,92,105,106,104,92,18,221,221,221,221,221,221,221,221,221,221,221,221
221,221,221,221,221,221,221,221,221,221,32,33,33,33,33,33,33,33,33,34,221,221,221,221,221,221,221,221,221,221,221,221
221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221
221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221
221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221
221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221
221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221
221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221
221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221
221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221
221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221
221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221
221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221
221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221,221
